1	73591
1	221573
1	307884
1	321107
1	331434
1	367946
1	450077
1	521936
1	566944
1	636052
1	677634
1	685082
1	703196
1	725322
1	805900
1	880911
1	900561
1	928182
1	1017968
1	1114250
1	1205525
1	1299886
1	1418290
1	1524570
1	1693798
1	2082520
1	2317599
1	2365339
1	2412111
1	2526449
1	2646789
1	2696500
1	2765851
1	2807589
1	2856756
1	2897249
1	2943294
1	3007547
1	3029615
1	3030704
1	3031793
1	3034030
1	3047274
1	3060509
1	3097612
1	3154238
1	3263579
1	3454898
1	3599351
1	3654329
1	3675860
1	3691032
1	3702039
1	3705151
1	3711021
1	3717185
1	3735709
1	3772150
1	3818818
1	3859420
1	3872725
1	3906833
1	4011257
1	4103141
1	4135487
1	4157988
1	4243975
1	4321253
1	4375557
1	4527052
1	4738293
1	5071763
1	5462304
1	5943080
1	6604588
1	6979353
1	7010629
1	7059876
1	7119978
1	7149335
1	7179175
1	7203636
1	7218406
1	7238087
1	7329169
1	7449156
1	7503087
1	7523695
1	7532807
1	7566503
1	7617867
1	7665748
1	7718532
1	7769625
1	7845612
1	8003240
1	8130803
1	8150239
1	8170579
1	8199438
1	8228649
1	8303064
1	8369922
1	8447604
1	8538157
1	8703873
1	8999590
1	9187776
1	9293900
1	9368498
1	9399834
1	9437893
1	9482684
1	9547979
1	9629604
1	9802757
1	10051689
1	10206212
1	10247929
1	10306552
1	10373523
1	10407269
1	10417411
1	10730741
1	11043825
1	11079999
1	11145633
1	11483803
1	11834772
1	11893706
1	11913077
1	11929118
1	12042109
1	12143679
1	12208922
1	12309575
1	12599179
1	12864310
1	12919570
1	12980856
1	13647444
1	14346425
1	14396527
1	14398386
1	14407374
1	14430129
1	14477782
1	14516085
1	14567613
1	14764200
1	14959798
1	15005619
1	15033551
1	15062506
1	15154214
1	15272871
1	15324604
1	15348913
1	15394642
1	15450754
1	15485166
1	15522052
1	15545590
1	15555324
1	15557248
1	15568045
1	15588288
1	15639222
1	15765297
1	15913756
1	16051875
1	16142341
1	16186325
1	16308227
1	16434413
1	16518568
1	16696869
1	16833434
1	16939823
1	17036606
1	17038471
1	17040343
1	17095635
1	17151892
1	17161148
1	17218396
1	17267362
1	17268466
1	17269596
1	17492188
1	17728796
1	17757626
1	17787724
1	17811748
1	17824921
1	17832129
1	17889666
1	17970529
1	18031661
1	18104477
1	18171310
1	18302060
1	18643719
1	18928334
1	19039841
1	19111044
1	19128071
1	19171428
1	19213839
1	19476389
1	19791337
1	20028669
1	20202785
1	20355762
1	20665836
1	20837207
1	20872678
1	21026031
1	21162879
1	21186486
1	21209630
1	21266599
1	21327794
1	21339057
1	21388468
1	21477914
1	21597286
1	21676774
1	21751238
1	21832289
1	21844895
1	21856725
1	21884362
1	21905569
1	22008659
1	22172187
1	22242939
1	22274622
1	22303335
1	22392243
1	22482656
1	22590827
1	22788534
1	22888223
1	23022597
1	23236032
1	23354529
1	23410484
1	23507638
1	23589308
1	23602632
1	23640798
1	23695896
1	23752733
1	23860814
1	23963708
1	24013292
1	24056537
1	24151404
1	24228039
1	24228751
1	24291557
1	24372219
1	24408836
1	24438485
1	24462837
1	24480204
1	24695548
1	24909328
1	24948419
1	25095695
1	25215575
1	25288139
1	25454573
1	25578849
1	25617633
1	25639325
1	25671800
1	25717657
1	25840287
1	25986591
1	26041361
1	26056352
1	26085335
1	26200682
1	26323847
1	26465401
1	26574119
1	26615617
1	26654530
1	26679752
1	26722112
1	26756344
1	26886182
1	27022408
1	27055703
1	27108767
1	27155146
1	27174802
1	27231128
1	27271206
1	27281657
1	27334347
1	27419217
1	27472163
1	27483173
1	27618893
2	212585
2	427502
2	491755
2	1082093
2	2144219
2	2690530
2	2709605
2	3147503
2	3606912
2	3658021
2	3691117
2	3734683
2	3812890
2	3984309
2	4157876
2	4206146
2	4227493
2	4271290
2	4310545
2	4331238
2	4341037
2	4488425
2	4654326
2	4811369
2	4952042
2	4972853
2	5099830
2	5308652
2	5454174
2	5559555
2	5650055
2	5694476
2	5742512
2	5780676
2	5841160
2	5957478
2	6024751
2	6041463
2	6112271
2	6183849
2	6190342
2	6193439
2	6342229
2	6512308
2	6536671
2	6582316
2	6759016
2	6986005
2	7133311
2	7249037
2	7378965
2	7446242
2	7449114
2	7480202
2	7528251
2	7558103
2	7628963
2	7690849
2	7727439
2	7803879
2	8027147
2	8331161
2	8487151
2	8524283
2	8566112
2	8627059
2	8692897
2	8800725
2	8907889
2	9017621
2	9349385
2	9698084
2	9783112
2	9821611
2	9863223
2	9871475
2	9891426
2	9913785
2	9923331
2	9929868
2	10109930
2	10329106
2	10491941
2	10620386
2	10716794
2	10804334
2	10821142
2	10859826
